"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\Rafael\Documents\FISTEC3D\Babylonjsv7\breakaway_force\src\applicatonLayer\ObjectsInitializer.ts", "TypeScript", 4, -3, 0, 1
"Total", "-", 4, -3, 0, 1
